id,kode,nama_bahan,sumber,air_gram,energi_kal,protein_gram,lemak_gram,karbohidrat_gram,serat_gram,abu_gram,kalsium_mg,fosfor_mg,zatbesi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,bkaroten_mcg,karotentotal_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitc_mg,bdd,jenis_pangan,satuan,gambar
346,AP063,koya mirasa,KZGMI2001,7.2,370,8,1,82.2,0.4,1.6,83,110,17,0,0,0,0,3,0,144,0.19,0.45,2.6,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1538365100.jpg
347,AP064,koyabu,KZGMI2001,44.2,241,3.4,4.3,47.2,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
348,AP065,kue ali,KZGMI2001,12.8,440,3.8,18.5,64.5,0.3,0.4,27,47,2.5,0,0,0,0,0,0,0,0.13,0.09,0,0,100,serealia,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2022/06/21/resep-kue-cincin_43.jpeg?w=1200
349,AP066,kue bangen,KZGMI2001,5.6,442,3.3,14.7,74.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
350,AP067,kue gelang,KZGMI2001,7.1,448,5.8,16.1,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
351,AP068,kue jahe,KZGPI 1990,3.7,425,1.6,8.8,84.6,1.2,1.3,155,61,4,0,0,0,0,0,0,0,0.2,0,0,0,100,serealia,olahan/produk,https://kurio-img.kurioapps.com/21/07/21/7ff9c395-9dea-492e-b3a0-ec9c7287dc04.jpe
352,AP069,kue kelapa,KZGMI2001,3.3,591,5.6,42.1,47.5,0,1.5,32,180,1.6,33,443,0.5,1.1,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://assets.suaramerdeka.com/crop/0x0:0x0/750x500/webp/photo/2023/01/03/3184254010.png
353,AP070,kue koa,KZGMI2001,14.5,340,4.8,0.4,79.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
354,AP071,kue ku temu,KZGMI2001,46.2,214,3.5,0.2,49.6,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
355,AP072,kue lumpur,KZGMS1993,40.1,291,3.6,11.1,44.1,0,1.1,96,60,2.3,0,0,0,0,20,0,400,0.24,0,0,0,100,serealia,olahan/produk,https://img.kurio.network/u_ismzhaT5An97OjUr0AzVYEjCE=/1200x900/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/21/eec4bac2-8193-41bd-b249-22a4afc28519.jpe
356,AP073,kue pelita,KZGMI2001,71,141,5.3,5.5,17.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
357,AP074,kue putu cangkir,KZGPI 1990,32.6,304,5.3,7,54.9,0.9,0.2,18,193,4,0,0,0,0,0,0,0,0.06,0,0,0,100,serealia,olahan/produk,https://i.ytimg.com/vi/GH8hVDZ3AZA/maxresdefault.jpg
358,AP075,kue sus,KZGMS1993,56.6,221,7.5,10.2,24.8,0,0.9,105,85,2.5,0,0,0,0,26,0,1300,0.12,0,0,0,100,serealia,olahan/produk,https://statics.indozone.news/local/63abe8c5a2d3e.jpg
359,AP076,kue thipan,KZGMI2001,43,247,2.9,4.2,49.5,0,0.4,16,107,1.8,95,56,1.3,0.8,0,0,0,0.17,0,0,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/fXb2bs6UVUJNODIGbh7aFfAzUE4=/41x33:950x639/750x500/data/photo/2021/03/05/6041b846aa175.jpg
360,AP077,laksa putu mayang,KZGMI2001,73.2,121,1.7,3.4,21.1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/cmvexYXhxB1oyebUTtLncpQTxNE=/256x116:1280x798/750x500/data/photo/2022/10/11/63455e3290f0e.jpg
361,AP078,lapis legit,KZGPI 1990,21.3,389,6.6,15.7,55.5,0.5,0.9,16,136,1.9,0,0,0,0,41,0,1032,0.26,0.09,3,0,100,serealia,olahan/produk,https://kurio-img.kurioapps.com/21/03/03/fba953f2-c456-49e3-bec5-7adc1cbfd5a6.jpe
362,AP079,lupis ketan,KZGPI 1990,61,164,1.8,2.1,34.5,0.7,0.6,119,31,1.5,0,0,0,0,0,0,0,0.09,0,0.2,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/TRFlnZa303pT0iwa7gkId4MCWSA=/0x54:1000x720/750x500/data/photo/2020/06/24/5ef30e98cb1e8.jpg
363,AP019,maizena tepung,DABM1964,14,341,0.3,0,85,7,0.7,20,30,1.5,6,9,0.22,1.6,0,0,0,0,0.09,1.3,0,100,serealia,olahan/produk,https://cf.shopee.co.id/file/f6160b3c0d2189ab6140e6a81c2168cb
364,AP020,makaroni mentah,DABM1964,11.7,353,8.7,0.4,78.7,4.9,2.5,20,80,0.3,5,0,0.28,1.4,0,0,0,0.1,0.13,2.2,0,100,serealia,olahan/produk,https://img.freepik.com/free-photo/horizontal-view-butterfly-uncooked-pastas-brown-bowl-mixed-color-table-high-resolution-photo_140725-86866.jpg?w=1060&t=st=1684233335~exp=1684233935~hmac=5e53a5f2f8d8db6b49b05831a1ffda6004b9b1fc696423217781874c3ef92e9c
365,AP080,manan samin,KZGMI2001,27.1,379,3.4,18.1,50.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
366,AP081,martabak india,KZGMI2001,65.8,153,4.5,4.2,24.3,0,1.2,14,108,2.4,240,112,0.4,0.5,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://i0.wp.com/resepkoki.id/wp-content/uploads/2022/08/Resep-Martabak-Kari.jpg?fit=996%2C1328&ssl=1
367,AP082,martabak mesir,KZGMI2001,40.2,278,5.1,8.6,45,0,1.1,49,168,3.4,193,123,0.2,0.9,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://www.resepkuerenyah.com/wp-content/uploads/2016/11/45.-resep-martabak-mesir.jpg
368,AP083,masekat,KZGMI2001,15.6,369,2.1,7,74.1,4,0.8,17,52,0.8,141,12,0.4,0.3,155,0,0,0,0,0,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/af253cf910c76d69/1200x630cq70/photo.jpg
369,AP021,mi basah,DABM1964,80,88,0.6,3.3,14,0.1,2.1,14,13,6.8,63,13.5,0.06,0.4,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://lzd-img-global.slatic.net/g/ff/kf/S32cbc99669db47d09a0603d5b5340a676.jpg_720x720q80.jpg_.webp
370,AP022,mi kering,KZGPI 1990,10.6,339,10,1.7,6.3,0.4,1.4,31,143,3.9,760,83,0.29,1.9,0,0,0,0,0.08,2.2,0,100,serealia,olahan/produk,https://www.basoyen.com/wp-content/uploads/2020/07/markus-winkler-57EDibTULBw-unsplash-600x600.jpg
371,AP084,mie aceh rebus,KZGMI2001,74.6,113,3,3.2,18.1,0,1.1,22,44,1.4,191,36,0.2,0.3,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://resepkoki.id/wp-content/uploads/2021/03/Resep-Mie-Aceh.jpg
372,AP085,mie ayam,KZGMS1993,78.6,102,6.2,3.9,10.5,0,0.8,262,51,1.8,279,0,0,0,39,0,166,0.85,0,0,0,100,serealia,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2022/10/12/resep-mie-ayam-kecap_43.jpeg?w=1200
373,AP086,mie bakso,KZGMS1993,74.5,114,5.3,3,16.4,0.1,0.8,286,53,1.9,760,0,0,0,17,0,180,0.16,0,0,0,100,serealia,olahan/produk,https://upload.wikimedia.org/wikipedia/commons/a/a9/Indonesian_bakso%2C_with_noodle_and_bean_sprouts%2C_April_2018_%2803%29.jpg
374,AP087,mie celon,KZGMI2001,75.9,102,3,2.1,17.8,0,1.2,12,84,1.4,451,112,0.1,0.5,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1538367850.jpg
375,AP088,mie pangsit basah,KZGMS1993,79.2,105,5.9,4.9,9.4,0,0.7,208,48,2,530,0,0,0,25,0,620,0.46,0,0,0,100,serealia,olahan/produk,https://sweetrip.id/wp-content/uploads/2020/08/bakmisibos_116436440_1141684466204653_5039711773118966116_n.jpg
376,AP023,misoa,KZGPI 1990,10,345,8.5,2.2,78,0.5,1.3,52,120,8.7,3064,44,0.08,0,0,0,0,0,0.02,0.2,0,100,serealia,olahan/produk,https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/01/Resep-Misoa-goreng.jpg?fit=1896%2C1920&ssl=1
377,AP001,nasi,KZGPI 1990,56.7,180,3,0.3,39.8,0.2,0.2,25,27,0.4,1,38,0.1,0.6,0,0,0,0.05,0.1,2.6,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/V8z5REsWvqpu4CxKPWl_Ukg7CNI=/151x100:1349x898/780x390/data/photo/2022/01/08/61d9973b79cbd.jpg
378,AP089,nasi gemuk,KZGMI2001,61.4,192,3.8,8.8,24.4,0.7,1.6,15,74,1,355,63,0.2,1.4,0,0,0,0.19,0.05,2,0,100,serealia,olahan/produk,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Nasi_Gmk.jpg/1200px-Nasi_Gmk.jpg
379,AP090,nasi gurih,KZGMI2001,60.5,190,4.7,7.5,26,0.7,1.3,12,62,0.8,296,52,0.2,1.2,0,0,0,0.11,0.06,2.1,0,100,serealia,olahan/produk,https://www.frisianflag.com/storage/app/media/uploaded-files/nasi-uduk-betawi.jpg
380,AP091,nasi minyak,KZGMI2001,53.3,207,3.5,5,37.1,0.8,1.1,26,100,1.5,74,174,0.2,2.2,0,0,0,0.14,0.07,2.6,0,100,serealia,olahan/produk,https://upload.wikimedia.org/wikipedia/commons/c/c0/Nasi_Minyak_Palembang_1.jpg
381,AP092,nasi rames,KZGMS1993,65.8,155,10.3,4.2,19.1,0,0.6,239,62,1.8,265,0,0,0,96,0,3140,0.59,0,0,0,100,serealia,olahan/produk,https://o-cdn-cas.sirclocdn.com/parenting/images/nasi-rames.width-800.format-webp.webp
382,AP002,nasi tim,OKN1992,71,120,2.4,0.4,26,0.5,0.2,3,7,0.4,0,23.9,0.1,0.4,0,0,0,0.1,0,1.4,0,100,serealia,olahan/produk,https://www.masakapahariini.com/wp-content/uploads/2022/08/cara-membuat-nasi-tim-ayam-sayuran-mpasi.jpg
383,AP093,nopia spesial,KZGPI 1990,11.5,387,5.3,7.6,74.3,0.3,1.3,903,133,4.2,0,0,0,0,0,0,512,0.17,0,0,0,100,serealia,olahan/produk,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/11/16/4db2f8bc-bb3d-4e95-a679-b13c5b5c0faf.jpg
384,AP094,ondeonde,KZGMI2001,27.7,336,4,9.8,57.9,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://www.masakapahariini.com/wp-content/uploads/2020/10/resep-onde-onde.jpg
385,AP095,padamaran,KZGMI2001,67.6,171,3.9,8.9,18.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
386,AP096,pastel,KZGMS1993,38.3,307,4.5,13.3,42.4,0,1.5,296,53,2.5,0,0,0,0,0,0,5360,0.15,0,0,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/66d15fa15c092e35/1200x630cq70/photo.jpg
387,AP097,pulut,KZGMI2001,49.1,216,2.6,3.1,44.4,0,0.8,6,70,3.8,100,22,0.4,1.3,0,0,0,0.14,0,0,0,100,serealia,olahan/produk,https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/B407551B-198D-472D-B9D8-4F11D6C1AE25/Derivates/91E2E036-AF80-4A24-91FF-EE9631211E26.jpg
388,AP098,pundut nasi,KZGMI2001,77.8,104,1.9,4.1,15.1,0.4,1.1,26,100,1.5,74,174,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/bd0db074266f1019/1200x630cq70/photo.jpg
389,AP099,putri hijau,KGZMI2001,54.8,189,5.4,2.1,37.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
390,AP100,putri selat,KZGMI2001,66.6,163,2.2,6.5,23.8,0,0.9,72,3,4,6,68,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/09/16/2138675327.jpg
391,AP101,putu sopa,KZGMI2001,50.7,215,3.3,4.1,41.1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
392,AP102,renggi goreng,KZGMI2001,8.8,471,4.7,21.8,64.1,6.4,0.6,4,80,1.1,126,29,0.9,1.3,0,0,0,0.53,0.05,8.2,0,100,serealia,olahan/produk,https://cdn.idntimes.com/content-images/community/2019/05/rengginang-manis-768x509-a83023517a0077a930f4f7d1c113f41d.jpg
393,AP103,roti boong,KZGMI2001,34,341,5.5,16.2,43.3,0,1,15,65,1.1,161,41,0,0.9,0,0,0,0.4,0.3,2.4,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/cee92d5a548ee3d5/680x482cq70/kue-bohongroti-goreng-empuk-dan-menul-foto-resep-utama.jpg
394,AP024,roti putih,DABM1964,40,248,8,1.2,50,9.1,0.8,10,95,1.5,530,91,0.15,0.9,0,0,0,0.1,0.29,2.4,0,100,serealia,olahan/produk,https://www.yesdok.com/visual/slideshow/slices-bread-white-background-article-1625550183.jpg?w=1200
395,AP104,roti warna sawo matang,DABM1964,40,249,7.9,1.5,49.7,0,0.9,20,140,2.5,500,91,0,0,0,0,0,0.15,0,0,0,100,serealia,olahan/produk,https://asset.kompas.com/crops/LQ98lafgoMzcrz1TSTfIdGjBw2A=/0x0:1000x667/1200x800/data/photo/2020/08/24/5f4349a0dd479.jpg
396,AP105,sarimuka,KZGMI2001,61.5,166,2.3,2.8,32.9,0,0.5,36,13,2,3,34,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,"https://cdn.yummy.co.id/content-images/images/20200413/KrnfHZ9pmu6mOFKig8QN5LoC7ev3vhPG-31353836373531353434d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp"
397,AP106,spaghetti,KZGMS1993,66.1,139,7.4,2.1,22.6,0,2.1,109,53,4.7,0,0,0,0,42,0,940,0.35,0,0,0,100,serealia,olahan/produk,https://images.immediate.co.uk/production/volatile/sites/30/2022/09/Spicy-tomato-spaghetti-caf3053.jpg
398,AP107,srikaya ketan,KZGMI2001,41,265,2.7,6.4,49.1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
399,AP108,sunduk lawang,KZGMI2001,63.4,181,1.9,1.3,32.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,tidak ada
400,AP109,suwirsuwir,KZGPI 1990,13.4,347,0.5,0.9,84.2,0.8,1,42,40,4.3,0,0,0,0,1,0,240,0.13,0,0.9,0,100,serealia,olahan/produk,https://inagi.co.id/wp-content/uploads/2023/03/Ayam-Suwir-Pedas-Awet.jpg
401,AP025,tepung terigu,KZGPI 1990,11.8,333,9,1,77.2,0.3,1,22,150,1.3,2,0,0,2.8,0,0,0,0.1,0.07,1,0,100,serealia,olahan/produk,https://s3.bukalapak.com/attachment/344332/kandungan_tepung_terigu_image_1.jpg
402,AP110,tipatipa,KZGPI 1990,11.3,355,6.2,1.2,79.8,1.3,1.5,17,328,1.6,0,0,0,0,0,0,0,0.26,0.04,1.5,0,100,serealia,olahan/produk,https://gudangilmuku.com/wp-content/uploads/2023/03/Cara-Membuat-Tipa-Tipa-Khas-Sumatera-Utara.webp
403,AP111,wajit camilan,KZGPI 1990,27.1,303,6.3,2.7,63.3,6.9,0.6,61,302,5.5,0,0,0,0,0,0,0,0.03,0,0,0,100,serealia,olahan/produk,https://lzd-img-global.slatic.net/g/p/551b03866406564f47fa42223ed0491a.jpg_720x720q80.jpg
404,AP112,widaran,KZGPI 1990,7,424,1.3,10.7,80.7,0.2,0.3,49,88,2.5,0,0,0,0,21,0,440,0.13,0.2,2.2,0,100,serealia,olahan/produk,https://img-global.cpcdn.com/recipes/Recipe_2014_06_07_16_44_11_482_070e2d/680x482cq70/widaran-keju-foto-resep-utama.jpg
405,AP113,wingko babat,KZGPI 1990,29.7,355,3.2,15.1,51.4,2.4,0.7,47,63,1.1,0,0,0,0,0,0,0,0.08,0.08,0,0,100,serealia,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2023/03/30/resep-wingko-babat.jpeg?w=1200
406,AP114,yangko,KZGPI 1990,37.4,254,3,1.1,58.1,0.8,0.4,184,24,2.6,0,0,0,0,0,0,96,0.15,0,0,0,100,serealia,olahan/produk,https://serikatnews.com/wp-content/uploads/2022/12/yangko-giant.jpg
407,DP023,anyang sayur,KZGMI2001,76.9,126,3.4,7.9,10.3,5.4,1.5,180,1,2.9,290,181,0.3,1.2,0,3263,0,0.2,0,0,0,100,sayuran,olahan/produk,https://static.republika.co.id/uploads/images/inpicture_slide/anyang-_180520222511-425.jpg
408,DP024,ares sayur,KZGMI2001,77.7,113,0.9,7.2,11.2,4.7,3,63,5,1.5,1413,1030,0.7,3.8,0,6,0,0.1,0,0.5,0,100,sayuran,olahan/produk,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/07/10/1764115767.jpg
409,DP025,arwan sirsir,KZGMI2001,59,277,2.4,25,10.7,4.6,2.9,120,40,2.4,240,320,0.2,0.9,0,1578,0,0.1,0.2,0,11,100,sayuran,olahan/produk,https://scontent.fcgk35-1.fna.fbcdn.net/v/t1.6435-9/121695429_676597869941401_1458702638921645964_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=a26aad&_nc_ohc=__IwAVKho7AAX9vwknv&_nc_ht=scontent.fcgk35-1.fna&oh=00_AfBzshz2zrHYSwZvSOBel1XuorFB4ySKktNdgOj7dB8Jng&oe=649DFFD5
410,DP022,asinan bogor sayuran,KZGMS 1993,78,98,3.9,2.6,14.8,0.5,0.7,314,17,1.2,483,0,0,0,10,0,146,0.28,0,0,5,100,sayuran,olahan/produk,https://www.piknikdong.com/wp-content/uploads/2021/04/Resep-Asinan-Sayur-Bogor-Sederhana.jpg
411,DP002,bayam rebus,KZGPI1990,93.5,23,1.2,0.6,3.7,1.1,1,150,35,0.5,16,308.4,0.2,0.3,0,3282,2864,0.02,0.1,0.9,19,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/5be8dc1e0002f811/1200x630cq70/photo.jpg
412,DP026,beberuk,KZGMI2001,89.1,65,1.1,5.2,3.5,3.1,1.1,179,72,8.3,53,427,0.4,0.2,0,44,0,0.3,0,4.4,0,100,sayuran,olahan/produk,https://s.kaskus.id/images/2019/11/21/10218416_20191121013811.jpg
413,DP027,botok lamtoro,KZGPI1990,63.9,186,11.7,9.7,13,2.1,2.2,771,322,26,0,0,0,0,18,0,179,0.27,0,0,2,100,sayuran,olahan/produk,https://sweetrip.id/wp-content/uploads/2022/05/botok-lamtoro.jpg
414,DP003,buncis rebus,KZGPI1990,90.6,30,2.2,0.2,6.4,1.5,0.6,107,47,0.5,7,138.9,0.1,0.3,0,1,402,0.01,0.29,2,8,100,sayuran,olahan/produk,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/15080206/selain-enak-ini-manfaat-buncis-rebus-yang-baik-untuk-kesehatan-halodoc.jpg
415,DP028,buntil daun talas,KZGPI1990,74.5,141,4.4,10.2,8,1.8,3,149,121,14.5,0,0,0,0,13,0,8610,0.25,0,0,1,100,sayuran,olahan/produk,https://i0.wp.com/borobudurnews.com/wp-content/uploads/2021/05/buntil-daun-talas-khas-Magelang.jpg?fit=979%2C579&ssl=1
416,DP029,cammetutu,KZGMI2001,79.6,102,3.2,6,8.7,4.3,2.5,41,93,0.5,443,518,0.3,0.7,0,1123,0,0.3,0.4,0.4,19,100,sayuran,olahan/produk,https://1.bp.blogspot.com/-Zmr_06Y7tCo/Xgw2ac9m9JI/AAAAAAAAEwg/qTFriUUdEGUpqOfGkkxvlY5STGOXhlUiQCLcBGAsYHQ/s1600/Camme%2BTuttu.png
417,DP030,cap cai sayur,KZGMS 1993,82.7,97,5.8,6.3,4.2,0.6,1,287,89,1.8,405,0,0,0,45,0,1640,0.21,0,0,1,100,sayuran,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2021/12/25/resep-capcay-kuah-kental.jpeg?w=1200
418,DP004,daun kacang panjang kukus,KZGPI1990,87.2,40,3.7,0.3,8,1.8,0.8,111,66,3.7,6,419.5,0.2,0.3,0,2645,5781,0.15,0.2,0.9,11,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/4ec6b371c573cabe/680x482cq70/sayur-bobor-lembayung-daun-kacang-panjang-foto-resep-utama.jpg
419,DP005,daun katuk rebus,KZGPI1990,83.3,53,5.3,0.9,9.1,1.2,1.4,185,102,3.1,16,291.3,0.3,1.3,0,11131,9000,0,0.3,2.2,66,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/68161cf2088797fc/680x482cq70/rebus-daun-katuk-foto-resep-utama.jpg
420,DP006,daun kelor rebus,KZGPI1990,80.3,61,6.1,0.9,10,0.9,2.6,255,36,2.1,45,181.2,0.1,0.6,0,3972,6071,0.1,0.1,4,13,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/ed600b784cb28839/680x482cq70/daun-kelor-rebus-foto-resep-utama.jpg
421,DP007,daun mengkudu kukus,KZGPI1990,81.6,63,3.8,1.5,11.5,2.4,1.6,300,43,6,0,0,0,0,0,2,4900,0.08,0.1,5.2,11,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/49833231f339c1b4/680x482cq70/pilas-pindang-daun-mengkudu-foto-resep-utama.jpg
422,DP008,daun singkong rebus,KZGPI1990,90.5,31,3.7,0.6,4.8,1.6,0.4,160,50,2.6,13,14,0.1,2,0,3897,4150,0.02,0.1,1.7,34,100,sayuran,olahan/produk,https://img-global.cpcdn.com/recipes/0aba29b97a7b109f/680x482cq70/daun-singkong-rebus-ala-rm-padang-foto-resep-utama.jpg
423,DP009,daun talas rebus,KZGPI1990,91.6,27,1.3,0.2,5.9,1.6,1,119,41,1.4,3,519.4,0.5,0.5,0,4641,2682,0,0.6,1.9,7,100,sayuran,olahan/produk,https://archive.netralnews.com/foto/2020/04/13/76-daun_talas_sangat_lezat_dibuat_masakan_buntil.jpg
424,DP010,daun ubi merah segar,KZGPI1990,82.5,56,3.1,0.3,13,1.5,1.1,78,52,4.3,28,472.8,0.1,0.4,0,5277,5397,0,0.2,1.1,14,100,sayuran,olahan/produk,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/3/8/938424e6-4195-4814-9f3a-dffa83482865.jpg
425,DP031,gado-gado,KZGPI1990,68.5,137,6.1,3.2,21,1.1,1.5,301,135,7.5,0,0,0,0,3,0,5929,0.1,0,0,1,100,sayuran,olahan/produk,https://img.kurio.network/rlKzeW_1_iLZ-JMm9fFHX-rGdIE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/22/06/22/53264347-b7ba-4257-852d-04e3d1b4e4e5.jpe
426,DP032,gudeg sayur,KZGPI1990,69.2,160,3.3,9.2,16,2.3,2.1,62,55,12.8,0,0,0,0,0,0,166,0.15,0,0,0,100,sayuran,olahan/produk,https://1.bp.blogspot.com/-dubLmtxl4XI/V9NzynrpH4I/AAAAAAAAZTY/Mh8U8r2Fy58EWteb0ARFDyZWj7Wot4n0ACLcB/s1600/A%2BGUDEG%2BBASAH%2BIG.jpg
427,DP033,gulai pakis,KZGPI1990,76.1,143,4,11.4,6,1.4,2.6,548,124,1.7,0,0,0,0,11,0,9802,0.35,0,0,1,100,sayuran,olahan/produk,https://www.agrowindo.com/wp-content/uploads/2017/06/Gulai-pakis-agrowindo.jpg
428,DP034,gulai pliek,KZGMI2001,71.9,176,7.3,14.9,3.2,0,2.7,39,54,1.4,257,285,0.3,0.6,0,0,0,0,0,0,0,100,sayuran,olahan/produk,https://mediakom.kemkes.go.id/wp-content/uploads/2021/08/kuah-pliek-u.png
429,DP011,kacang panjang kukus,KZGPI1990,88.2,39,3,0.6,7.6,1.7,0.6,100,91,1.2,28,199,0.11,0.5,0,131,205,0.02,0.1,0.3,20,100,sayuran,olahan/produk,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2021/08/20/kacang-panjangjpg-20210820065144.jpg
430,DP012,kacang panjang rebus,KZGPI1990,90.9,30,2.3,0.4,5.8,1.4,0.6,71,68,0.8,24,114.5,0.1,0.4,0,128,162,0,0.07,0.2,15,100,sayuran,olahan/produk,https://cf.shopee.co.id/file/85c586f13afe37142fd479dec06fa623
431,DP035,kadada katembe,KZGMI2001,80,110,4.5,6.9,7.1,3.9,1.5,26,77,0,178,131,0.2,0.7,0,46,0,0.1,0,3.7,23,100,sayuran,olahan/produk,https://2.bp.blogspot.com/-Kl9M50i67tY/Wn-7saMXs0I/AAAAAAAAHh4/hHbFU4Fy0s4M8zegnfa_q3kpze8Z5xjXgCLcBGAs/w1200-h630-p-k-no-nu/LogoLicious_20180205_134921.png
432,DP013,kangkung rebus,KZGPI1990,90.4,30,3.2,0.7,4.7,1.8,1,70,49,4.4,45,184.9,0.1,0.3,0,2370,5837,0.03,0.28,1.4,11,100,sayuran,olahan/produk,https://cdn0-production-images-kly.akamaized.net/-w7C3Sli-qWhlPa4hmzbg324XkA=/190x0:855x665/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/4353847/original/077195900_1678438446-shutterstock_1262667451.jpg
433,DP014,kangkung segar,KZGPI1990,93,22,2.5,0.6,3.1,1.2,0.8,50,51,3.5,31,98,0.1,0.3,0,2370,4325,0.01,0.22,1.2,13,100,sayuran,olahan/produk,https://www.astronauts.id/blog/wp-content/uploads/2023/01/Mengenal-Manfaat-Kangkung-Bagi-Tubuh--1200x900.jpg
434,DP036,kaparende sayur,KZGMI2001,91.7,38,2.4,2,2.6,1.5,1.3,126,68,0,170,43,0,0.3,0,40,0,0.1,0,3.7,22,100,sayuran,olahan/produk,https://www.gotravelly.com/blog/wp-content/uploads/2021/05/kaparende.jpg
435,DP037,karedok sayur,KZGPI1990,79,92,2.2,3.3,14.1,1.4,1.4,174,85,2.4,0,0,0,0,0,0,1,0.08,0,0,3,100,sayuran,olahan/produk,https://asset.kompas.com/crops/jbNcoL1_PmijICoxtO4126XbZgM=/0x0:1000x667/780x390/data/photo/2021/07/07/60e56c9f60649.jpg
436,DP038,keripik bayam,KZGPI1990,2.3,586,4.9,40.6,50.2,0.5,1.9,236,117,3.6,0,0,0,0,0,0,4544,0.16,0,0,0,100,sayuran,olahan/produk,https://asset.kompas.com/crops/jYESdylVwVMIxcGzRhIFfZhPjnI=/0x28:1000x694/750x500/data/photo/2021/06/12/60c3ff4b72ad0.jpeg
437,DP039,kotiu hinela tawang nggole,KZGMI2001,88.4,46,2.2,1.5,6,3.8,1.9,64,44,0,316,103,1.6,0.8,0,75,0,0.3,0,9.7,7,100,sayuran,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
438,DP040,lema rebung asam,KZGMI2001,96.3,15,1,0.4,1.9,0,0.4,17,230,2.9,3,156,0.1,0.7,0,0,0,0.3,0,0,0,100,sayuran,olahan/produk,tidak ada
